FilePath,Text,single_label,probabilities
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0469.ogg,苦労して身につけた技を、貴方様にご披露できるのが、とっても嬉しいですわ,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0470.ogg,あふっ、くふぅんっ……！,aegi,"aegi: 87.72%, usual: 12.28%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0471.ogg,あ、謝らないでぇ……,usual,"usual: 80.26%, aegi: 19.74%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0472.ogg,私は、もう、貴方様のもの……,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0473.ogg,私が望んで、そうなったのです……私は、私は……,usual,"usual: 99.97%, aegi: 0.03%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0474.ogg,私は、うれしいっ……！,usual,"usual: 66.42%, aegi: 33.58%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0475.ogg,くあんっ……果報者は、わたしですっ……あくっ……ふぁぁっ……！,aegi,"aegi: 61.35%, usual: 38.65%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0476.ogg,あぁっ……こんなに、力強いおちんちんっ……なんて男らしいのっ……んくっ……,aegi,"aegi: 90.90%, usual: 9.10%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0477.ogg,姫はっ……姫は、しあわせ、ですっ……！,aegi,"aegi: 90.70%, usual: 9.30%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0478.ogg,ゆかれるのですか……？どうぞ……遠慮なく……！,aegi,"aegi: 85.15%, usual: 14.85%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0479.ogg,私の、私の中に……！貴方様のすべてを……吐き出してぇっ……！,usual,"usual: 54.60%, aegi: 45.40%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0480.ogg,いってっ……イッてくださいっ……私の中に……貴方様の熱いほとばしりっ……すべて注ぎ込んでぇぇぇっ……！！,aegi,"aegi: 52.55%, usual: 47.45%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0481.ogg,あぁぁぁ～～～っっ……んひぃぃぃぃんんっ……！,aegi,"aegi: 91.38%, usual: 8.62%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0482.ogg,あ、あぁぁぁ…………貴方様の、聖なるお汁が……私の中に、いっぱいぃ……,aegi,"aegi: 73.93%, usual: 26.07%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0483.ogg,よいのです、私も覚悟していたことですから……,usual,"usual: 99.13%, aegi: 0.87%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0484.ogg,むしろ、私は嬉しいのです……貴方様が気持ちよくなって、私の中に射精してくださったことが、とても嬉しい……,usual,"usual: 99.85%, aegi: 0.15%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0485.ogg,貴方様、そんな細かいことにはこだわらず、さ……もう一度……,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0486.ogg,貴方様……お疲れなのでしょうかぁ？,usual,"usual: 99.99%, aegi: 0.01%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0487.ogg,あなたさまぁ……姫は……姫はぁ……,aegi,"aegi: 94.82%, usual: 5.18%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0488.ogg,おまたが、切ないですぅ……,usual,"usual: 98.58%, aegi: 1.42%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0489.ogg,おかしい、ですよね、私……処女、だったのにぃ……貴方様のおちんちん、何回も求めてしまうなんてぇ……,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0490.ogg,で、でもぉ……おまたがぁ……むずむず、して……貴方様が、もう、したくないならぁ……我慢、しなきゃいけないのにぃ……がまん、したくなくてぇ……,usual,"usual: 79.45%, aegi: 20.55%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0491.ogg,だめ、ですかぁ……おちんちん、もう一回……だめぇ？,usual,"usual: 99.98%, aegi: 0.02%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0492.ogg,は、はじゅかしい、けどぉ……わたしは、もう一回……したいあなたさまのおちんちん、もう一回……おまんこで感じたいぃ……,aegi,"aegi: 60.58%, usual: 39.42%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0493.ogg,いけません、かぁ……こんな……こんな事言う、女の子ぉ……はしたない、ですか……？,aegi,"aegi: 61.80%, usual: 38.20%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0494.ogg,私……貴方様に、呆れられたくない、けどぉ……でもぉ……,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0495.ogg,発情期っ……発情期だからぁっ……仕方ないのぉっ……,aegi,"aegi: 84.33%, usual: 15.67%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0496.ogg,あひゅぅんっお、ちんちんがっ、またっ……おっきっ,aegi,"aegi: 89.76%, usual: 10.24%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0497.ogg,アァッアァァッ……ら、めっ……お、ちんちんきもち、いっ,aegi,"aegi: 90.92%, usual: 9.08%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0498.ogg,ご、ごめんなさぁぃ……あなたさまぁっ……わたしっ、わたしぃっ……きもちいいの、がまんできないっ,usual,"usual: 62.17%, aegi: 37.83%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0499.ogg,ごめんなさぃぃっ……勝手に気持ちよくなっちゃって、ごめんなさいっ……処女おまんこなのにっ、きもちいいおつゆだらだらおまんこで、ごめんなさいぃっ……,aegi,"aegi: 75.88%, usual: 24.12%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0500.ogg,許してぇっ……発情おまんこぉっ……ゆるしてぇぇっ,usual,"usual: 56.96%, aegi: 43.04%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0501.ogg,あなたさま……,aegi,"aegi: 66.10%, usual: 33.90%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0502.ogg,姫はっ……姫は嬉しゅうごじゃいましゅぅぅ～～～っっ,usual,"usual: 66.84%, aegi: 33.16%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0503.ogg,あぁんっ……あぅっあっ……ヒッ……ハァッ、アッ……んっ、んんーーっ,aegi,"aegi: 96.34%, usual: 3.66%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0504.ogg,貫いてくださいっ……貴方様の男のつるぎでっ……慈悲深い肉地蔵様でぇっ……私をっ……深々と、刺し貫いてぇーっ……,aegi,"aegi: 71.12%, usual: 28.88%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0505.ogg,あぁぁっっ、そ、そこぉっ……きもちいいっ、ひぃんっ,aegi,"aegi: 87.71%, usual: 12.29%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0506.ogg,しゅっ、しゅごっ……ハァンッ……んっ、さ、しゃいこっ……んふぅっ……アァッ……くっ、あぁんっ,aegi,"aegi: 93.25%, usual: 6.75%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0507.ogg,やはりぃっ……剣豪はっ……性豪でもいらっしゃるのねっ？くふうんっ……剣の道だけではなくてっ、こちらの道にも通じていらっしゃるっ……アハァッ……,aegi,"aegi: 91.96%, usual: 8.04%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0508.ogg,あっあぁぁっ……あなたしゃまの肉の剣がぁっ、しゅるどしゅぎてぇっ……身体がまっぷたつになってしまいしょうっふあっぁっあぁっっ,aegi,"aegi: 61.02%, usual: 38.98%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0509.ogg,あひっもっともっとぉっはげしくてもいいぐりゃいぃっもっともっと、おまんこで貴方様を感じしゃしぇてぇっ,aegi,"aegi: 74.84%, usual: 25.16%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0510.ogg,もっと深くぅっちゅよくぅっあなたしゃまの秘剣でぇっ、おちんちんの奥義っ、見しぇてくだしゃいいっンッ……あぁぁっあぁぁっ……ふあぁっっ,aegi,"aegi: 74.83%, usual: 25.17%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0511.ogg,アァーーッ……！！あっあっっ……いいぃっしゅっごいいいっしゅっごいいいいいぃぃぃっ……,aegi,"aegi: 94.52%, usual: 5.48%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0512.ogg,これしゅっごいのぉっあなたしゃまのっおちんちんったくましくてっ、きもちよくてっ……一生推せるーーーーふぁっあぁっ、あぁーーっ,aegi,"aegi: 87.69%, usual: 12.31%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0513.ogg,あぁんっあぁぁっはっ……ハァッ、ンッ、ンヒッ……ひあぁぁっっあっっあぁぁぅぅぅ～～～っ……,aegi,"aegi: 95.56%, usual: 4.44%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0514.ogg,あぁっしゅきっしゅきになっちゃいましたっしゅきっあなたさまぁっしゅきっ,aegi,"aegi: 60.88%, usual: 39.12%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0515.ogg,ふぁぁっ！,aegi,"aegi: 68.80%, usual: 31.20%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0516.ogg,あっ！わ、わたしったらぁっ……何を言って、ふわぁぁっ……わわ、わ、しゅれてっ……,aegi,"aegi: 81.30%, usual: 18.70%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0517.ogg,も、もぉっ、いいんでしゅぅっ……何もっ……何もっ……聞かなかったことにィッ……ヒィンっむ、難しいことは、抜きにしてぇっっ……んくぅっ！,aegi,"aegi: 95.83%, usual: 4.17%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0518.ogg,いまはっ、ただぁっ……ふあぁぁああぁんっきもちいいことだけぇっ……それだけでぇっあぁぁぁっぁっあああ～～っ,aegi,"aegi: 95.01%, usual: 4.99%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0519.ogg,ああっああぁっハァンッ、ンフゥッ……ひぁんっんふぅぅっ、あぁぁっっあぁっぁっあああっぁぁっっ……,aegi,"aegi: 92.15%, usual: 7.85%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0520.ogg,きもちいいれしゅっ、きもちいいいっも、もうっっ……い、い、い、いィィィィィィッッ……！！,aegi,"aegi: 76.74%, usual: 23.26%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0521.ogg,イッッッックッ……！！,usual,"usual: 65.93%, aegi: 34.07%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0522.ogg,あ゛ーーーーーーーっあぁぁっあぁーーーっ……あぁぁっぁっあぁぁっぁっ……ンン゛ーーーーッ……,aegi,"aegi: 95.76%, usual: 4.21%, chupa: 0.03%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0523.ogg,雪之進さま……,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0524.ogg,ふふっ……,aegi,"aegi: 70.51%, usual: 29.48%, chupa: 0.01%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0525.ogg,ずっとこうしていられたら……どんなにいいでしょう……,usual,"usual: 99.81%, aegi: 0.19%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0526.ogg,貴方様と二人だけで……ずっと……,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0527.ogg,ずっと……,usual,"usual: 99.97%, aegi: 0.03%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0528.ogg,……っ,aegi,"aegi: 66.13%, usual: 33.86%, chupa: 0.01%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0529.ogg,ずっと……,aegi,"aegi: 63.13%, usual: 36.87%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0530.ogg,……,aegi,"aegi: 75.39%, usual: 24.61%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0531.ogg,よいのです……,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0532.ogg,私はすぐに、欲張ってしまう……いけないことだって、分かっているのに……,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0533.ogg,ごめんなさい、貴方様……,usual,"usual: 95.35%, aegi: 4.65%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0534.ogg,あ、貴方様……？,usual,"usual: 64.83%, aegi: 35.17%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0535.ogg,……！,aegi,"aegi: 78.68%, usual: 21.32%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0536.ogg,……え、ええ……,usual,"usual: 90.71%, aegi: 9.29%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0537.ogg,ふ、ふふっ……,usual,"usual: 59.49%, aegi: 40.51%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0538.ogg,……暖まりました、貴方様……,usual,"usual: 99.82%, aegi: 0.17%, chupa: 0.01%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0539.ogg,私の、心が……,usual,"usual: 99.85%, aegi: 0.15%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0540.ogg,も、もう、大丈夫ですわ,usual,"usual: 81.49%, aegi: 18.49%, chupa: 0.02%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0541.ogg,本当に、お優しい方……,usual,"usual: 99.83%, aegi: 0.17%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0542.ogg,い、いえ、では、帰りますね、私……,usual,"usual: 85.39%, aegi: 14.61%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0543.ogg,ええ、これ以上ご迷惑はかけられませんわ,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0544.ogg,さようなら、貴方様……,aegi,"aegi: 52.08%, usual: 47.92%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0545.ogg,……,usual,"usual: 52.16%, aegi: 47.80%, chupa: 0.05%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0546.ogg,……ああ……大変なことをしてしまいましたぁ……,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0547.ogg,駄目だ駄目だと思っていたのにぃ……,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0548.ogg,それなのに、私ときたら……,usual,"usual: 58.90%, aegi: 41.10%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0549.ogg,私の……ばかばかばかぁっ……,usual,"usual: 92.02%, aegi: 7.98%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0550.ogg,……本当に、おばかさん,usual,"usual: 91.70%, aegi: 8.30%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0551.ogg,あっ、ふぶき……迎えに来てくれたの？,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0552.ogg,ありがとう、ふぶき……,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0553.ogg,……また、そんな卑しい笑い方をして……,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0554.ogg,そうね……もう後戻りはできないかもね……,usual,"usual: 99.99%, aegi: 0.01%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0555.ogg,ふぶき……私はどうすれば良いのかしら,usual,"usual: 99.99%, aegi: 0.01%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0556.ogg,なるようにしかならない？……って、貴方随分冷たい言い方をするのね,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0557.ogg,……でも、そうよね……,usual,"usual: 99.95%, aegi: 0.05%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0558.ogg,人間万事塞翁が馬……何か正しいか、終わってみるまで分からない……,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0559.ogg,だから、とりあえず自分に正直にやってみるわ,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0560.ogg,……またその笑い……別に自分に都合が良い解釈なんてしていないんだからね,usual,"usual: 99.98%, aegi: 0.02%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0561.ogg,もう、ふぶきったら……,usual,"usual: 99.99%, aegi: 0.01%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0562.ogg,はい？,usual,"usual: 95.35%, aegi: 4.65%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0563.ogg,どういう意味ですの？,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0564.ogg,……,usual,"usual: 63.29%, aegi: 35.76%, chupa: 0.95%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0565.ogg,分かりました,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0566.ogg,あははは……何だか私……どうかしてたみたいですぅ……,aegi,"aegi: 58.41%, usual: 41.59%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0567.ogg,お礼だけのつもりが……本当にごめんなさい,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0568.ogg,それでは、夜も遅いことですし、私はそろそろおいとま致しますわ,usual,"usual: 99.98%, aegi: 0.02%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0569.ogg,いいえ、その必要はありませんわ。この辺りは庭のようなものですから……お気遣い、ありがとうございます,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0570.ogg,では……,aegi,"aegi: 60.99%, usual: 38.23%, chupa: 0.79%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0571.ogg,ええ、これでよかったのよ……ごめんなさいね……貴方が折角きっかけを作ってくれたのに……,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0572.ogg,貴方が落ち込むことないのよ……私はこれからも、雪之進様を遠くから見守り続ける事にするわ,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0573.ogg,推して知るべし……始めから無理だって分かってたんですもの……文字通り、推しで知った訳ね……あはははは……,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0574.ogg,バカね……泣いてなんかいないわよ……でも……,usual,"usual: 99.99%, aegi: 0.01%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0575.ogg,寂しくないって言ったら……嘘になるわね……,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0576.ogg,……さようなら、そしてありがとう……雪之進様……,usual,"usual: 99.03%, aegi: 0.97%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0577.ogg,もっと深くぅっちゅよくぅっあなたしゃまの秘剣でぇっ、おちんちんの奥義っ、見しぇてくだしゃいいっンッ……あぁぁっあぁぁっ……ふあぁっっ,aegi,"aegi: 86.89%, usual: 13.11%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0578.ogg,ふぅーっ……,usual,"usual: 85.73%, aegi: 13.64%, chupa: 0.63%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0579.ogg,ふふっ、汗をかいてらっしゃったので、火照った身体を冷まして差し上げますね,usual,"usual: 99.95%, aegi: 0.05%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0580.ogg,ふぅー……,aegi,"aegi: 65.58%, usual: 34.32%, chupa: 0.09%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0581.ogg,うふふっ、髪の毛にも氷の結晶がついて、ちょっとかわいいです～,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0582.ogg,おはようございます、雪之進様,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0583.ogg,ニコッ,usual,"usual: 51.89%, aegi: 48.11%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0584.ogg,本当は、会いにきちゃ、いけなかったんですの,usual,"usual: 99.99%, aegi: 0.01%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0585.ogg,怒られちゃいますから,usual,"usual: 100.00%, aegi: 0.00%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0586.ogg,……でも、来ちゃいました,usual,"usual: 69.60%, aegi: 30.40%, chupa: 0.00%"
D:/Galgame_Dataset/ωstar_Bishoujo Mangekyou Ibun - Yuki Onna/姫/him0587.ogg,会いたかったから……,aegi,"aegi: 68.07%, usual: 31.89%, chupa: 0.05%"
