full_filepath,transcript,similarity_score
D:\dataset\e1ac4548bec541b7c9e67bb8faa6e465.ogg,ンオッッ、オ゛オ゛オ゛オ゛オ゛オ゛オ゛オ゛～～～～っっっ！電撃棒が、子宮の中っっ！中にまでぶちこまれてるぅうっっ！,0.5825242718446602
D:\dataset\786d90f7029a278645f29e8ab8a99e34.m4a,うぁぁっ、あ、ああぁっ…！わ、私も、もう…限界かもっ…んんううぅぅぅ～っ…！,0.5555555555555556
D:\dataset\b92cd5b8788af0af343a8d82640af22f.m4a,ふぅっ…ふぅっ、ふぅっ…♪が、我慢しようとおもえばおもうほど…頭がトロッと蕩けてきまひゅ…。ぴちゃ…くちゅ、ちゅぅ、ちゅう,0.7758620689655172
D:\dataset\afb8abecb83cf7ec2a6981011b77df2f.m4a,ふふ、くすくす♥リルムさんは正直ですね♥だから、好きです…,0.7777777777777778
D:\dataset\afcf5764473b199e36b636f10d3174ef.ogg,んぉふっ、おむぅぅぅっ…んふっ、ちゅぶっ、じゅぽっっ…れろっ、えろぉぉっ、れろぉっ…♪,0.3595505617977528
D:\dataset\df402e50aee9dca8370e5c6a61fb4045.m4a,ひぃあああああああ～～～っ！んっあっ！はっあっ、ああっ…んっあぁぁぁぁぁぁ！！,0.6027397260273972
D:\dataset\38880e66c51ff350612e7daebce91c5d.ogg,とにかく、こいつらを引き剥がして…っ。吸収を止めるしか…っっ。んおっ、ぉおおっっっ♪,0.7391304347826086
D:\dataset\dd644caae86a4d8b0d816682eecb8060.m4a,動かふぅ…ちゅるるるるっ！ちゅるるっ！ンッ！ンッ！ンッ！ちゅるるるるっ！,0.4691358024691358
D:\dataset\e02b73fa482d570fe84db70b02018d3e.ogg,くっっ…んぐっっ、いぃぃっっっ！？,0.2285714285714285
D:\dataset\a0cede633f7a01a779a0728adee42d4b.m4a,うぁぁぁぁ…！ンっ…ああっ…しまっ…た…ンぁぁあ…,0.5084745762711864
D:\dataset\e6e44ab9dd1518bf5c33b4c9b10d0011.opus,…真性なだけかもしれません,0.8
D:\dataset\008b94946024222ad275c93d3f69f852.m4a,はむ…っ。あ、あのね…？ぺろぺろするのは本当にいいんだよ？いいんだけど…おちんちんがおっきすぎて、難しいの…。くちゅっ,0.7899159663865546
D:\dataset\1fb4edd2ea1fe2dc5d087c95b7bd0951.mp3,んふぅんっ！？んっ…あっ…はぁ…はぁ…？,0.4583333333333333
D:\dataset\9cd978cfb1e83664fb0c3e2aed5c92e8.mp3,んん…っ、あっ…ちょっとぉ…騎士～…！な、なにやってるの…ウチのなかで、またおっきくなったよぉ…？,0.723404255319149
D:\dataset\0ad5d040bf8f37092c3336d31f082cad.opus,お疲れ様でした。ずいぶんとしごかれてましたね,0.7142857142857143
D:\dataset\b1c72173112f10a64cab34f6467dac35.ogg,イックッッ！イグゥウッッッ！んぐっっ、ゴクッッ！あっはぁぁあっっっ！,0.4
D:\dataset\e0de9dd5b15b3fbfddbcbaa4de0dd492.ogg,はぁ、んんっっ！ち、ちがうって言ってるでしょ…っ。おおうぅっ！,0.625
D:\dataset\a1b6b0547392571cf07f4e1c27582d4b.ogg,おっへぁあ、あ゛あ゛あ゛っっっ！あ、あづっっ！,0.4878048780487805
D:\dataset\9e0545f97810d4a7098668dea20bb5ca.ogg,じぶんが決めることやないってぇ！ふあっ！あぐっ、んうぅぅぅーーーーーっ!!,0.5538461538461539
D:\dataset\563a6480fc69afbe689ffe7ed23c4ed9.mp3,だから、早く…早くぅ…！貴方だけでいいから…っ、気持ちよくなってぇ！んんぁ、ふぅぅ、んんぅぅ…っ、お願いぃ、仕事に戻ってぇ！,0.7213114754098361
D:\dataset\ed73d097bf970dc0ec8dcbc80eebf4e2.mp3,んぅ…そ、それは…んっ、ああぁっ！だ、団長…あっ、それ、つ、強い…ああんっ…！,0.7341772151898734
D:\dataset\1a3de25fd75f5ebef2eb7cc9ab36ae9e.ogg,…コイツ、頭がおかしいんじゃねぇのか？やっぱレズマンコはやべぇな…,0.7619047619047619
D:\dataset\0322a162ac62b0c56b9b1aa320d54332.mp3,あの時のマスターさん、すごく、カッコ良かったっていうか…。,0.7796610169491526
D:\dataset\547af4aa9377416bca1983b2d903a174.m4a,フンニュアァ…！こうなったら、こうなったら証明してやる！！ワラワのおっぱいだってちゃんと気持ちいいんだからなー！！,0.7927927927927928
D:\dataset\85451c74ec831d356a5a7c385fdae303.ogg,そ、そしてっ…そしてぇっ…みなさんの…こ、子供を…妊娠出産して…た、大切に育てますっ！,0.8
D:\dataset\4e64feebe8376445730002d7acf7559d.m4a,そっ、そんな汚いものっ、見せないで…！やだよ、もうやめてよ…！,0.7878787878787878
D:\dataset\53ae7810fb3db44647245951e491f846.mp3,私からのお誘いですよ。嬉しいでしょ？,0.7619047619047619
D:\dataset\914e4b8096369acf19edcd515ce557fa.m4a,はぶっ、じゅぶっ、じゅぼっ、じゅぼっ！じゅうぅっ、ずちゅ、ぢゅるるるるるるるっ！,0.4857142857142857
D:\dataset\e3bd5e3af0d30a951164532a02720174.mp3,そのまんまの意味っスよ？あぁ、でもほんとに綺麗ですよねぇ。,0.8
D:\dataset\adba888f0bc9e3c47545463c843f1e56.ogg,あっ、んお゛っ…お゛っ、ンお゛っ♪,0.4444444444444444
D:\dataset\db344bceae91a32899f9f61d0650e24f.m4a,あ、わたしも、あっ、イっちゃいます！いくっ…きます、あっ、昇天～～ひぎぃっ…！…ひ、ああっ…ひぎいぃぃぃぃぃぃぃぁぁっ…！,0.5225225225225225
D:\dataset\941382d6c24f0527ed6da26e58f57be7.ogg,ら、らめぇ…らめらめらめ…らめぇええぇええええぇぇぇ…ッッ！！,0.5671641791044776
D:\dataset\24e76deb20fd3761abd00f336efc598a.mp3,はぁ、あぁっ、ああっ！もう、ダメだ…イって、しまう…！騎士に、イかされて、しまぅぅっ…っ！,0.7209302325581395
D:\dataset\221af0f127c3f6c0071f6d9269251160.mp3,ううっ…うっ！くっ…はぁはぁ…んんっ…くっ…ふぅぅ…んんっ…きゃっ！やっ！あぁぁんっ！,0.5542168674698795
D:\dataset\1e7cca0e90d22de83b2596c6fdf5b71f.mp3,あっ…あぁ…！ごめんなさいっ！,0.7692307692307693
D:\dataset\3d2b3263f08d3c389ab1c68d3c366097.m4a,んっ、あぁ…っ、まだ、からだのおく、あつい…っ！はぁ…っ、おちつくまで…そばに、いなさい…よね…っ！,0.5777777777777777
D:\dataset\f23a333090fb63664fd21bf59715a458.m4a,あ、あ、いくぅっ…あうぅうっ、にいさま、いくっ、いくぅううっ！にいさまっ、にいさっ――ひぁあっ、あああああぁぁああああっっ！！,0.3103448275862069
D:\dataset\a7afd27a3a9ceb7713ab64219c775068.mp3,中で！中で、動かされるの、あっ！だめ、んんっあぁぁ！あ、あ、あっ！ぐにぐにするの、だめぇ！私、おかしく、おかしくなっちゃう！,0.532258064516129
D:\dataset\dc21ec67726f4c8098689f3d0fbe948e.ogg,…ぁあ♡待って♡！んん♡！ぐぬっ♡！…あぁあん…はぁあん♡,0.4727272727272727
D:\dataset\0859905c16942b5204bd7a87efefa181.ogg,はひっ！あっ、んぐうううっ！ひううんっ！オレのなかっ、ぐちゃぐちゃにされてるぅぅっ！,0.7619047619047619
D:\dataset\7994c51c7bb99dff5aa784f3e0302546.mp3,きゃんっ！んっ！んぐっ！ふっ…ふぅ…はぁはぁ…あぐっ！くっ！んんっ！きゃっ！あっ、ああああ！,0.5057471264367817
D:\dataset\7e4417f6b14f5085c5be2a3f0041b721.mp3,…ああぁあっ…マスター様の、熱いのが…私の膣内にぃ…。,0.7924528301886793
D:\dataset\8d960543ec458bcea2df1404283c82ed.mp3,らめれすってば～！どこにも行かせないって、言ってるれしょー！！,0.7333333333333333
D:\dataset\00ec109253433f2f226d57d6a41d1d63.mp3,はぁっ、んっ、くぅぅぅぅ…！はぁ、はぁ、団長さー、んぁっ、だんちょう、さー…！,0.6753246753246753
D:\dataset\bda5a588ec67598a5f473cfd1497f23b.ogg,オっ…！？や、やだあっ…ふあっ、あ、うぅっ…それ、とってもやらしい言葉なんじゃっ…ないのぉっ…！？,0.7741935483870968
D:\dataset\41abed3442213869b139170dfc756922.mp3,だ、だめぇっ。ぬいちゃ、やだぁ…！あうっ、くぅううん！もっと…いっぱい、パンパンってしてっ！もっと、してぇっ！,0.75
D:\dataset\4626a5960c3339a45288422a473cf32a.mp3,んぅぅ！ちゅるるるっ、ちゅぴっ、ちゅりゅっ…んあぁっ、ずっと…んちゅっ、こうしたかったんだからっ…ちゅるる、ちゅぷっ！,0.4754098360655737
D:\dataset\8a32dea2e6645239b0a5adc4126ee931.mp3,そ、んな…でも、団長、命令っ…んんんっ、き、きついっ！団長さんの、入って、きてっ、ますっ…！団長さんの、すごく、おっきぃ…っ,0.7272727272727273
D:\dataset\be12fea78bb67ff33a6e8db268d1b176.ogg,ひっんひぃっ！？あああっそうだ！！キモチイイっ！おぉお尻の穴っすごいっ！すごいっ！おぉおぉっ！,0.5531914893617021
D:\dataset\6f6b96fc714f4e61dbb4d3bbf1628300.m4a,ん…ふぅ…はぁ…っ！よ、よしっ…！ほな、う、動くからぁ…は、う、うぅ…っ,0.5789473684210527
D:\dataset\429c14e9fc682a33345eab737803f7d0.m4a,やぁ…あっ、はぁっ、ん…み、見られちゃった…んんっ、ぴおんがおしっこしてる、とこ…お兄さんに見られちゃったよぉ…はぁっ、あぅ…ん,0.7910447761194029
D:\dataset\f5044d4232116bedbb692ef5213db5e7.m4a,わぁっ、嬉しい！私は大吉です！,0.75
D:\dataset\11180de3fc50d736c66b93cf4fc463b4.ogg,んっ、あ、ああああああああああああっっっ！！！！！e,0.4583333333333333
D:\dataset\7fefce60ab686d60ae9d5d16520e3df5.ogg,あ、あはは～、ごめんなさい～,0.7586206896551724
D:\dataset\f7d8b29aea7d83c196d593c4301bf7fe.ogg,よ、よかった！よかったからぁ…っ！もうっ、おちんちんっ、ずぽずぽしないでぇ！,0.64
D:\dataset\8529991b99f13673cf6de0d02d2aaf1e.mp3,は、ぁっ…んんっ！う、ああっ…こす、れるっ…！硬いのが、ずりずり…あ、あぁっ…！,0.5714285714285714
D:\dataset\26bfb62bf7fb359d860a5156e0d397a7.ogg,いぐっっ、いぐいぐいぐぅぅぅっっ！んぁっ、あぁぁっ、出てるぅぅっ！アクメッ、ザーメンアクメしゅるぅぅっ♪,0.4299065420560747
D:\dataset\174f66dd0b0335b3153ef13c5a41be77.ogg,いいいいいいいいいっ！！？イグぅ、イグイグぅイグイグうぅうううううううううううううっ！！,0.5112781954887218
D:\dataset\9512a0bfc4a7cbce7bc150d05f570280.mp3,んふっ、あふっ、ふぅ、ふぅ、ふぅんっ、そんなに急いで走ると、おまんこの中のっ、おちんちんがうごいてぇっ…！！,0.6538461538461539
D:\dataset\17355f8892b156fe40933e2897219a2c.ogg,おっ、のれっ…よくもっ…,0.3076923076923077
D:\dataset\ea421043ed052565bb499a512558625e.ogg,だめ、だめ、ですっ…あ、ひゃぁあっ…！こんなあられもない姿が、外にっ…んんっ、あ、はぁんっ！,0.6593406593406593
D:\dataset\116f683739baee0aec0e62c604b9defd.mp3,少しは、スッキリしたようやな…。,0.6470588235294118
D:\dataset\47c271e5219e0bafc9643d213e1d9dc7.m4a,わたくしの、価値…。えっ…？本当はサイン会で騙されたことも傷ついてるんだろう、ですって？何をバカな…えっ,0.7884615384615384
D:\dataset\764ea4f77b90409fe859c6a0533b7ba9.mp3,マスターの精液で、妊娠、したいのぉ！私を、あっ、んぁっ…受胎、させてぇっ、もう、おちんぽしか考え、られないぃ！,0.7289719626168224
D:\dataset\07fe6401873b8aab961b58f25c115276.mp3,んんぅっ、ふっ、私のおっぱいに精液出せば、二人ともあったかくなると思いますからっ！んあはぁっ、はっ、ふぅぅん…！,0.75
D:\dataset\1d0add83634950dba36147e04f2c692f.ogg,ふぁ！あ、あぁ…お腹があなたのもので満たされてぇ…そ、そのまま…んぅ…全部…私の中に吐き出してくれぇ…。,0.8
D:\dataset\22316b50344032a85e2207eacf24350f.m4a,そうだよ、雨依だよ！どうしたの、なんでこんなことに…！？,0.7547169811320755
D:\dataset\c9f6e5dccf62ab44c6a20bf66504e2ec.mp3,あっあっあっあんっイクっイクっおっぱいイクっおま○こイッちゃうぅっ,0.7368421052631579
D:\dataset\ce4074ad05da3e7e2cc0604d7456594f.mp3,ねっ、ねえねえ、そこのあなた、あなた、後ろの凜々しく美しい方…。なんてお名前？,0.7567567567567568
D:\dataset\8e6cd291ef4f3f1e9618ac0cebccb9b0.ogg,ごちそうをよこせ！さもなくばタイホするにゃ！,0.7317073170731707
D:\dataset\a9a82fde51c6102a140f4f242daefdfd.mp3,そうよ～、これはねぇ～…。ペニスバンドォ～♪,0.8
D:\dataset\488b3ca7677c863a124c4ca15dbf959b.ogg,むぅうぅうん、ぢゅるるるっ、ぢゅうるっるるンっ！！あひっ、おぉおぉ、ひぃいぃいいぃいい！！,0.1666666666666666
D:\dataset\5c5b298ee7d4d66f96c1482cbefc93de.mp3,あんっ…んっんぁっ、きもち、いいっ…あっ、いいよぉ私の中にぃっ、おっきいのが入ってぇ、出てぇ…あっ、また入ってぇえっ、奥ぐりぐりされてるぅっ,0.6715328467153284
D:\dataset\ed4090389490393cf1cf6872a3459893.ogg,お、おへ…へ、っぉ、あ、あ゛あ゛あ゛っっ！ンぉおおおおっっっ！,0.1621621621621621
D:\dataset\0a6902f39e33a0e7cb138799077678d3.ogg,あ、おぉ…く、ほぉぉ…お゛お゛お゛お゛っ！ん、くっ、ふぅぅんんっっ！,0.2352941176470588
D:\dataset\4985e57df30fa2a6ebc62029a1641e25.mp3,おおー、なるほど！さすがお兄ちゃん、あったまいいー♪,0.6666666666666666
D:\dataset\9028577b6628054529e907290bf79aa5.mp3,ニ、ニケ。照れるじゃない！ふん！,0.7058823529411765
D:\dataset\7605a0dc9b390634ea29af3940a19af6.ogg,お゛お゛オォオオオオッ！！オマンゴぉおっっ！！壊れ゛る゛う゛うううううううっ！！,0.0377358490566037
D:\dataset\f265e7d8520d4e93c71d6d1e7bce1c9f.m4a,私はキミのこと好いとぉよ。だから…その、ドキドキして嬉しかったけん…。,0.7222222222222222
D:\dataset\258e95aba4f761d0e439707a6a10d3e8.m4a,この温泉に着いたときからず～っと狙ってたんだから。おとなしく、わたしに食べられちゃいなさ～い♪,0.7954545454545454
D:\dataset\7e5a1e627a8d2859f0cb8ee4e2c134d4.m4a,おじさん、まけて。ダメなの。レジェンドだから？,0.782608695652174
D:\dataset\1b4ca24d29c521f09acf84d0221de4cd.mp3,んぶっ！？んっ！んちゅっ！れるるるっ！んじゅるっ！す、ストップ…んじゅっ！ぢゅるるっ！待って、このままじゃ、また…,0.5686274509803921
D:\dataset\8067c16a80f2dde7d03ac7fad124841c.m4a,にゃっ、にゃうぅ…な、なんだか…その…この本よりなんばいもエッチなこと…してしまったきがしますぅ…。,0.72
D:\dataset\fe6489b0c4badfd24711d0c30c52bc4e.opus,…その、といしのこと…ですよね？,0.7586206896551724
D:\dataset\eeb57da4eb9b181ebdf4168fcea2b733.m4a,あっ…はっ…ふぁあっ…こ、こんの、クソゲーッ…んっ！んんっ…ぁっ…こ、こんなんじゃ足りないってーのかぁ…っ！,0.6285714285714286
D:\dataset\0949f24c772add707e7e154bc42b86e4.ogg,イクッ、イックッッ！おおんっ！イグゥゥウウウウウウッッ♪あひっ、んほっっ！おほぉぉぉんんっっ♪,0.7021276595744681
D:\dataset\b23b965dce01ac278156585a0a92ec3a.mp3,あぁ。恐らく幻獣の事だ。そして煙ってのはたぶん、そいつが最期に遺した、本物の呪い…！,0.8
D:\dataset\0f800a08874d5b348eb315165a48ad7f.mp3,ふぁああああああああぁぁぁ〜っ♪,0.56
D:\dataset\b7a640e81e8ae94c0d14aebf3b4b006a.ogg,んひゅっっ、むちゅぼっっ…じゅぼぉっ、ちゅぼっ、ずぢゅるぅぅ…ぐぷっっ、んぼぉぉっ、じゅるぅぅっ♪,0.2105263157894736
D:\dataset\e6e441f81c88ba2d06544a206f85bbfa.mp3,ふぅ、はぁ…覚悟してね…んんっ！,0.7058823529411765
D:\dataset\2aae13fc70de4b09fb5ffe3c2be2e9af.m4a,あうぅ…ぱぱのえっちぃ…もしかして…れろ…れろぉ…この…すがたのほうが…こーふんするの…？,0.7380952380952381
D:\dataset\b70645c46eace2941331f4046d33e656.m4a,くす。大きなオッパイは好き？,0.5
D:\dataset\3dec8711538443a8fbdae48f8c235dca.ogg,ふわふわ、するっ…！んぁっ、はぁっ…ぁあぁっ…！,0.6521739130434783
D:\dataset\c5a7c727abac62d5d2d9f4cf695f0fde.ogg,アタシの、おまんこぉ…♡もっと、めちゃくちゃにぃ…こわしてぇ♡,0.7540983606557377
D:\dataset\2026db726d05301ff639a52c8e616fcf.m4a,んんあっ、あっ！おく…や、めっ…んんんぅぅっ…！ひああっ…！ぁ、あっ！,0.5142857142857142
D:\dataset\a5fc6077eac5b7fd0886193541c2ad3d.ogg,はぁ、はぁ、はぁ、はぁ…んくっ！やぁ…カラダ…どんどん、熱くなって…ひゃぅ！,0.6329113924050633
D:\dataset\bc75575677d9618780f19f8c008e245d.ogg,熱いっ、あっ、あ、イクっ！イッ…おっ、おおおぉんおおおぉっ！,0.53125
D:\dataset\30a5f27c562fdbfffeb226819f694098.ogg,団長様のが擦れるたびに…体が熱く…っ！はぁ、はぁ…っ、あっ！ん、やぁ…！,0.6575342465753424
D:\dataset\76e051c338b9136f508896c107a4e917.m4a,ダメなのに…ダメなのに…あ、ひぁっぁっ…ひあぁああんっ…！！ああ…！くる！くる！抑え…られない…！！,0.4230769230769231
D:\dataset\25183f30fb7586ebbf1edba7b37b35af.m4a,ま、待ってくれ…！動くのはまだはや…イィイイっ…！んひぃっ！嘘だろうっ！？嘘だろうっ…？なに、なに、しゅごい！？,0.7169811320754716
D:\dataset\c1c1f07d77377e6b7ec1d68a74be7b15.ogg,ひぐっっ、あうぅぅぅっっ！らぇっっ、しょんら、ちゅいたらぁ…あひっっ、ひぐっ、うぅぅぅんっ！,0.1263157894736842
D:\dataset\aaa3fe18ed7f8f7f3183787a71f47353.mp3,は、ひぁ…あ、ぁあああっ、いや、いやぁあ…っ！ふ、ふぁ、ふ…ふういん、しなくちゃ、いけないのにぃ…！,0.62
D:\dataset\1ec8d0597e95d8dbddcd0f93de9767d2.mp3,え…あ、あ、愛液、ですか！？そ、それは違いますっ！んんっ…き、きっと、汗でっ…あ、ぁああっ！,0.7777777777777778
D:\dataset\bb34ad6d724b60131372efd2130a22c2.m4a,あっ！？あああああっ！はぁああああ…っ！あああっ…隊長のチンポから…新鮮な精液が…！あぁああああっ！,0.7157894736842105
D:\dataset\90049ba8c5e109883a76775c424fab87.m4a,んん、でも、焦れったいのも…ちゅっ、ちゅ…ぞくぞくする…ん、ん～～…！ちゅ、ちゅっ、ちゅるっ…んんっ…ちゅ…いいの、ちゅ、ちゅ、ちゅ…,0.4724409448818897
D:\dataset\3bfd8760fbbf1597ce7fbe974c7c6ec0.ogg,冬、の…空に２人きり…んんっ！なんだ…いっしょに…温まろう…？,0.7936507936507936
D:\dataset\fd06673e84f5259bde426c6df2520445.mp3,だ、ダメが、我慢できませんわおおおっ腰が止まらないぃんっんおお゛ぉんっ,0.631578947368421
D:\dataset\91f499d799a8e8c0017e9112ebc9537b.ogg,はふっ、うぅっ…いいぞっ。くはぁ、マン汁、たくさん出る…っ！オマンコもっとぬるぬるになる…ッ！,0.6590909090909091
D:\dataset\1d2d0db3fb1379adc7cf66ee79a37841.ogg,はぁ、ハァハァ…ぁ、は、ハイッ,0.2702702702702703
D:\dataset\b9e05b76f9cb4a4efa15ce6dd69d4856.ogg,こ、これぇぇっっ♪このアクメ、しゅっごぉぉぃいぃんっっ♪,0.6530612244897959
D:\dataset\1d2a698758f7a7ebf53118513bd0e040.mp3,はぅっ…んちゅっ…んぅううっ…あぁっ、なか…擦れて…んぁっ大人のキスしながら、えっちするの…気持ちいいですっ…ちゅぴっ,0.6101694915254238
D:\dataset\488c7e7b3df5d792abccc2332302c501.opus,ひゅーっ、のっかったー。どうよわたしのテ…,0.7804878048780488
D:\dataset\4ae20e07b0420cf53ef700edc5478fff.ogg,ひっ、ああっっ！おぉっ！ダメッ、ダメダメ、お゛お゛お゛お゛っ！,0.2962962962962963
D:\dataset\23f1fac8548da5a525021c67ab9aef63.mp3,ふああっ、んっ、ひぅ…だめっ…また、頭…ぼんやりしてきた…。ひぅっ、んぅっ…ふああっ！ひううう！,0.5208333333333334
D:\dataset\f3c86fba7fc27a7edd60c8b89514b50f.m4a,あっ、んふっ！？あはああぁ！？ザーメンが身体にかかって…んふっ、くうううぅ！？,0.7804878048780488
D:\dataset\0f4b577002ea1740b81072bc77049cbc.ogg,やっぱりこれ、しゅごいぃ～～～っ！あっ、あっく、んくぅっ…好き、これ好きぃ♡,0.6944444444444444
D:\dataset\4e9a0c316e0f882337f0e0110c6fab64.ogg,ンぐっ、うっ、うぅ…ふぅ、ンっ、くふぅううううぅう――…ンッ！！,0.4927536231884058
D:\dataset\9e49992e8b71fba687e540786c2eba2f.m4a,んひぃぃぃぃぃ！？あ、あはぁ…ひゃうぅぅん…出されてる…あ、ああ、すごぉい…いっぱい、出てるぅ…,0.7522935779816514
D:\dataset\b0a8ab586b4025a95f8a950ad61b2c6a.ogg,私っ、ぐっふ！そんなっ、つもりじゃ…！,0.7777777777777778
D:\dataset\0f06b914e4c31473240bfc46470ea18f.mp3,んううっ…！は、はいって…、きた、あ、あ、くるっ！？どんどんおくにっ…ふぁあああっ…！？あっぅっ…！？,0.5794392523364486
D:\dataset\4415a762bd5c8acbe2b65c1febf4a3b8.m4a,ん、んぅっ！ンんんっ…！！くっ、ふうううぅ…！,0.3255813953488372
D:\dataset\88cc41332c48daf75c2636c3fc094c96.mp3,あんっ、ああんぅぅ…！！もう、入ってきちゃったねぇんっ、あっ、すごい、奥までぎっちり…んぅぅっ！,0.7157894736842105
D:\dataset\f5d88cd210b4d5503ed147c0160816d1.m4a,んっ、くぅっ…貴様らのそのっ、はぁっ、みっともないペニスを省みるのだっ…んっ、んぁあああっ…,0.7878787878787878
D:\dataset\ed77da37377c1a451b1a01565d84ff88.ogg,気持ち…あはぁっっ！母、あはぁんっっ！マンコ、気持ちよすぎま…あ、おおぅうぅっっ！,0.5714285714285714
D:\dataset\ed543cf37dde8dd74f85e8d4dbc607f8.m4a,んぐちゅ、ちゅ、ちゅは、むちゅ…♥ちゅ、んっ、ぴちゃ、ぐちゃ、ぴちゃ、ちゅ、ちゅっ…♥,0.5121951219512195
D:\dataset\75e2a442d90a01d79f298af1e1fa260c.m4a,出してへぇ、出して～～♥たくさんちょーらいっ♥甘酒みたいにおいしーせーえき、ごくごく飲みゅ～～♥♥,0.7368421052631579
D:\dataset\a9fb3ff822be5e9bf6aa9229f855a4d0.mp3,うっ！しまった！,0.303030303030303
D:\dataset\7f444309695d192a8733f9bcd71b2b9d.m4a,任せろ。れろぉ…れるっ…れろる…べろっ…べりゅる…れろろぉ…,0.3333333333333333
D:\dataset\167e942c4395e5bf116aff577f5c10bf.ogg,あ、もういちばん奥まで…あんん、届いちゃう…、んあ、あ、ふぁああっ、だめっ、あっ、ふうう…んんんんっ…！,0.5148514851485149
D:\dataset\31287020da2408f7677a343bd8f60bc2.ogg,ひぃぃぃんっ♡ふひっ、はへぇぇぇぇぇ…♡,0.6341463414634146
D:\dataset\7006c4d7c0f0dfe9fbdbf5ec261bbb91.ogg,イク、イクぅぅぅっ♡ふあっ、あっ、ああっ♡んああああ～～～っ♡,0.4444444444444444
D:\dataset\b63fc77f591fc96fcf08db02b27747aa.ogg,ふぁぁあ♡あっ、んぅう…♡だ、めぇ…だめ、だめだめぇ♡イコ、いまイッてるからぁ…♡,0.4878048780487805
D:\dataset\c3d73c8142d172e7d61ac92b5bc80903.ogg,いっひゅ、いひゅっ、んふぅぅぅっっ♪い、イッでりゅっ、すごっ、おぉぉっっ♪らぇっ、いぐの、止まんらいぃぃっ♪,0.5420560747663551
D:\dataset\a2ced598436467a546860d7cc4a9ec7d.ogg,と、隣も…っ、ハァ、自分達の世界に…ン、浸っているようですね…。くふぅっ,0.7368421052631579
D:\dataset\af2529b05e74f65feae0a27c6b8cb605.mp3,あぅ…ぅぅ…ぅん…え…？あ、ああ…いいわよ。遠慮しないで。私も、もっと欲しくなってしまったから…あぅ――,0.78
D:\dataset\34f36d79eba53f4f8dc64facfb9eb046.m4a,う、ぐっ、あっ！あっ！まっ…待てっ！んにゅあ！あ、あ、ぃ…いあっ！ひあああっっ！は…速いぃっ…！はげしっ…いぃっ！,0.3396226415094339
D:\dataset\47654c5b9a73b5bfe74d7c5ce1bcabfc.m4a,あはっ♪すごいっ、すっごい勢いで入ってくるっ…！んぁああっ♪精液っ、あっついのがお腹の中に溜まってくぅ…♪あ～～～っ♪,0.7899159663865546
D:\dataset\0e7aee764d67f12670350188c26270cb.mp3,ズリズリ、引きずり出されて…んぅ、ふあああ！あぁ、一気に奥ぅ…んぅぅ…っ、んあああ！,0.7727272727272727
D:\dataset\eb9c007c48a9af6ca0af729d96a94053.ogg,んっ…はぁ…りゅ…レロ…ちゅ…,0.4375
D:\dataset\a2815de0a9eecb12ff1bd10ba8f5c28e.ogg,あへっ、あええぇー！ま、だっ、まだァ！イキたいぃっ、もっとぉお！！,0.4415584415584415
D:\dataset\798302a26d087e2bfd50e0eac41cbe34.mp3,はぁっ、んぅぅっ、はぁ、んぅっ、はぁ、あぁ、団長、団長…ッ,0.6181818181818182
D:\dataset\ab04d93761d9300ade4dffe692158bfd.ogg,赤ちゃんの素で子宮をビチャビチャってぶたれてるよぉ！んひゃあああッ！！？,0.6506024096385542
D:\dataset\c0e8861cc225c5fd4bb7251bf7c896a4.m4a,おなか、なでなで…えへへ…。たいちょうさまも、バニラのおなかなでてほしいの…♪,0.6486486486486487
D:\dataset\46daa9740309d9de3751fe231a886b50.ogg,そ、想像してた…よりも…ずっと…ずっと…気持ちよくって…何も考えられなく…なる…バ、バカに…なっちゃう…っ！！,0.7428571428571429
D:\dataset\10d7655999f84b63872e91cd867ae429.opus,略奪、強奪、火を放て♪,0.3076923076923077
D:\dataset\d284b9f13ecb0b4d3c38c1ceef5d342f.ogg,ふーん。そういう逃げ方するんだ,0.8
D:\dataset\28948085100fb0382fd72a49c0b10ab1.m4a,んふぅっ…悠馬、好きぃ…大好きぃっ…！はぁ、ちゅ、んんふぅっ…,0.5416666666666666
D:\dataset\7d784ee79aa0628ae10f6547d20e278b.ogg,わ、わかってるよ、シャンっ。ひっ、んふっっ。ふぎぃぃっっ！,0.4477611940298507
D:\dataset\e1a6151a44089e2510f9ce704651d290.mp3,うぅ…ちょっと痛…くなんてないのだ！まおうさまは…こんな、こんな程度じゃ…！ひぁんっ！？,0.6373626373626373
D:\dataset\39e398a30dc8beec8d65c8ee49af3442.mp3,駄目なはずなのにぃ…はぁあっ！なのに…わたし、こんなに気持ちよくなってしまうなんて…っ！,0.7727272727272727
D:\dataset\689234d8d59ba3c75d54b45e37eba1e5.ogg,なのに…まだ…収まらないか…く…くぅ…ぅぅ…,0.5283018867924528
D:\dataset\b2d438bb58388d239cb37864b8b27929.m4a,ねえ♪一緒に気持ち良くなりましょう♪あぁ…♪ゾクゾクしちゃうぅっ♪ありあまった母性本能と性欲が、一度に満たされてぇ…っ,0.7796610169491526
D:\dataset\3c46bf5d312c76cad4a6e04fbec68258.mp3,な、なぜ？団長さんに入れられたばかりなのに、あ、あそこがじんじんしているなんて！,0.7631578947368421
D:\dataset\25e3d69d8ed3e4e18df6cc8c24cc73bf.m4a,イグイグイグイグっ…！？んふぁあああ♪う、うん？うんっ、も、もちろんイヤとかじゃないよ、うれしーよ、うれしい、大好き、だいしゅき,0.7580645161290323
